,question,bloom_cat_name
416,Which of the following factors does NOT affect the magnetic field created by a current-carrying wire?,Evaluation
417,What is the direction of the magnetic field at a point on the axis of a circular current loop?,Remembering
418,What is the relationship between the magnetic field strength and the distance from the center of the current loop?,Understanding
419,A circular current loop is placed in a uniform magnetic field. What is the torque on the current loop?,Application
420,A current-carrying wire is bent into a circular loop. What is the shape of the magnetic field produced by the current loop?,Higher Order Thinking Skills
421,Which of the following factors does NOT affect the magnetic field strength of a circular current loop?,Evaluation
422,What is the shape of a solenoid?,Remembering
423,What is the direction of the magnetic field inside a solenoid?,Understanding
424,What is the magnetic field strength inside a solenoid?,Application
425,What is the difference between a solenoid and a toroid?,Higher Order Thinking Skills
426,Which of the following is NOT a use of a solenoid?,Evaluation
427,What is Ampere's Law?,Remembering
428,What is the mathematical form of Ampere's Law?,Understanding
429,"How can Ampere's Law be used to calculate the magnetic field around a long, straight wire?",Application
430,What are some applications of Ampere's Law?,Higher Order Thinking Skills
431,What are the limitations of Ampere's Law?,Evaluation
432,What is the force between two parallel conductors carrying current in the same direction?,Remembering
433,What is the direction of the force between two parallel conductors carrying current in opposite directions?,Understanding
434,A current of 10 A flows through a wire of length 1 m. What is the force on the wire if it is placed in a magnetic field of 0.5 T?,Application
435,"Two parallel conductors carrying current in the same direction are separated by a distance of 0.1 m. If the force between them is 0.01 N, what is the current flowing through each conductor?",Higher Order Thinking Skills
436,Which of the following factors does NOT affect the force between two parallel conductors carrying current?,Evaluation
437,What is the definition of Ampere?,Remembering
438,What is the relationship between the Ampere and the force between two parallel currents?,Understanding
439,A current of 10 A flows through a wire. What is the magnetic field strength at a distance of 10 cm from the wire?,Application
440,Two parallel wires carry currents in the same direction. What is the shape of the magnetic field lines around the wires?,Higher Order Thinking Skills
441,Which of the following is NOT a factor that affects the force between two parallel currents?,Evaluation
442,What is the direction of torque on a rectangular current loop in a uniform magnetic field?,Remembering
443,What is the magnitude of the torque on a rectangular current loop in a uniform magnetic field?,Understanding
444,A rectangular current loop is placed in a uniform magnetic field. What will happen if the current in the loop is increased?,Application
445,A rectangular current loop is placed in a uniform magnetic field. What will happen if the area of the loop is decreased?,Higher Order Thinking Skills
446,A rectangular current loop is placed in a uniform magnetic field. What will happen if the magnetic field strength is decreased?,Evaluation
447,What is the direction of magnetic field at the center of a circular current loop?,Remembering
448,What is the magnetic moment of a circular current loop?,Understanding
449,A circular current loop is placed in a uniform magnetic field. What is the torque acting on the loop?,Application
450,What is the magnetic field due to a circular current loop at a point on its axis?,Higher Order Thinking Skills
451,Which of the following is NOT a property of a magnetic dipole?,Evaluation
452,What is the magnetic dipole moment of a revolving electron?,Remembering
453,What is the direction of the magnetic dipole moment of a revolving electron?,Understanding
454,What is the magnitude of the magnetic dipole moment of a revolving electron?,Application
455,What is the effect of a magnetic field on a revolving electron?,Higher Order Thinking Skills
